DBN,school_name,school_type,administrative district,american indian/alaskan native removals or suspensions resulting from incidents where nypd was contacted,asian removals or suspensions resulting from incidents where nypd was contacted,black removals or suspensions resulting from incidents where nypd was contacted,hispanic removals or suspensions resulting from incidents where nypd was contacted,multi-racial removals or suspensions resulting from incidents where nypd was contacted,unknown removals or suspensions resulting from incidents where nypd was contacted,white removals or suspensions resulting from incidents where nypd was contacted,principal,removal,superintendent,expulsions,female removals or suspensions resulting from incidents where nypd was contacted,male removals or suspensions resulting from incidents where nypd was contacted,total removals or suspensions resulting from incidents where nypd was contacted,school_year
04M825,Isaac Newton Middle School for Math & Science,Junior High-Intermediate-Middle,4.0,0,0,0,0,0,0,0,7,6,3,0,0,0,0,2020_2019
04M964,Central Park East II,K-8,4.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2020_2019
05M030,P.S. 030 Hernandez/Hughes,Elementary,5.0,0,0,3,0,0,0,0,0,8,0,0,0,3,3,2020_2019
05M036,P.S. 036 Margaret Douglas,Elementary,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
05M046,P.S. 046 Arthur Tappan,K-8,5.0,0,0,0,0,0,0,0,14,14,3,0,0,0,0,2020_2019
05M092,P.S. 092 Mary McLeod Bethune,Elementary,5.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
05M123,P.S. 123 Mahalia Jackson,K-8,5.0,0,0,0,3,0,0,0,3,0,11,0,0,3,3,2020_2019
05M125,P.S. 125 Ralph Bunche,Elementary,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
05M129,P.S. 129 John H. Finley,K-8,5.0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,2020_2019
05M133,P.S. 133 Fred R Moore,Elementary,5.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
05M148,Eagle Academy for Young Men of Harlem,Secondary School,5.0,0,0,3,0,0,0,0,3,0,9,0,0,3,3,2020_2019
05M154,P.S. 154 Harriet Tubman,Elementary,5.0,0,0,3,0,0,0,0,3,6,3,0,0,3,3,2020_2019
05M157,The Urban Assembly School for Global Commerce,High school,5.0,0,0,0,0,0,0,0,3,6,8,0,0,0,0,2020_2019
05M161,P.S. 161 Pedro Albizu Campos,K-8,5.0,0,0,0,3,0,0,0,9,21,3,0,0,3,3,2020_2019
05M175,P.S. 175 Henry H Garnet,Elementary,5.0,0,0,0,0,0,0,0,3,12,3,0,0,0,0,2020_2019
05M194,P.S. 194 Countee Cullen,Elementary,5.0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,2020_2019
05M197,P.S. 197 John B. Russwurm,Elementary,5.0,0,0,3,0,0,0,0,0,13,3,0,3,0,3,2020_2019
05M200,P.S. 200- The James McCune Smith School,Elementary,5.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
05M285,Harlem Renaissance High School,High school,5.0,0,0,3,3,0,0,0,3,0,3,0,3,3,3,2020_2019
05M286,Urban Assembly Academy for Future Leaders,Junior High-Intermediate-Middle,5.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2020_2019
05M304,Mott Hall High School,High school,5.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2020_2019
05M318,Thurgood Marshall Academy Lower School,Elementary,5.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
05M362,Columbia Secondary School,Secondary School,5.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
05M369,Urban Assembly School for the Performing Arts,High school,5.0,0,0,3,3,0,0,0,17,3,11,0,3,3,3,2020_2019
05M499,Frederick Douglass Academy,Secondary School,5.0,0,0,0,0,0,0,0,17,0,19,0,0,0,0,2020_2019
05M514,New Design Middle School,Junior High-Intermediate-Middle,5.0,0,0,3,3,0,0,0,11,0,11,0,3,3,3,2020_2019
05M517,Teachers College Community School,K-8,5.0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,2020_2019
05M670,Thurgood Marshall Academy for Learning and Social,Secondary School,5.0,0,0,3,0,0,0,0,66,3,9,0,3,0,3,2020_2019
05M692,"High School for Mathematics, Science and Engineeri",High school,5.0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,2020_2019
06M004,P.S. 004 Duke Ellington,Elementary,6.0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,2020_2019
06M005,P.S. 005 Ellen Lurie,Elementary,6.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2020_2019
06M008,P.S. 008 Luis Belliard,Elementary,6.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2020_2019
06M018,P.S. 018 Park Terrace,K-8,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
06M028,P.S. 028 Wright Brothers,Elementary,6.0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,2020_2019
06M048,P.S. 048 P.O. Michael J. Buczek,Elementary,6.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
06M052,Harold O. Levy School,Junior High-Intermediate-Middle,6.0,0,0,3,3,0,0,0,3,0,8,0,3,3,3,2020_2019
06M098,P.S. 098 Shorac Kappock,Elementary,6.0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,2020_2019
06M103,Dos Puentes Elementary School,Elementary,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
06M115,P.S. 115 Alexander Humboldt,Elementary,6.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
06M128,P.S. 128 Audubon,Elementary,6.0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,2020_2019
06M132,P.S. 132 Juan Pablo Duarte,Elementary,6.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2020_2019
06M143,J.H.S. 143 Eleanor Roosevelt,Junior High-Intermediate-Middle,6.0,0,0,3,0,0,0,0,8,3,3,0,0,3,3,2020_2019
06M152,P.S. 152 Dyckman Valley,Elementary,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
06M153,P.S. 153 Adam Clayton Powell,Elementary,6.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2020_2019
06M173,P.S. 173,Elementary,6.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
06M178,Professor Juan Bosch Public School,Elementary,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
06M187,P.S./I.S. 187 Hudson Cliffs,K-8,6.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2020_2019
06M189,P.S. 189,Elementary,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
06M192,P.S. 192 Jacob H. Schiff,Elementary,6.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2020_2019
06M209,Hamilton Grange Middle School,Junior High-Intermediate-Middle,6.0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,2020_2019
06M210,P.S./I.S. 210 - Twenty-first Century Academy for C,K-8,6.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
06M211,Inwood Early College for Health and Information Te,High school,6.0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,2020_2019
06M223,The Mott Hall School,Junior High-Intermediate-Middle,6.0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,2020_2019
06M278,Paula Hedbavny School,K-8,6.0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,2020_2019
06M293,City College Academy of the Arts,Secondary School,6.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2020_2019
06M311,Amistad Dual Language School,K-8,6.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2020_2019
06M314,Muscota,Elementary,6.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2020_2019
06M319,M.S. 319 - Maria Teresa,Junior High-Intermediate-Middle,6.0,0,0,0,0,0,0,0,3,11,3,0,0,0,0,2020_2019
06M322,Middle School 322,Junior High-Intermediate-Middle,6.0,0,0,0,0,0,0,0,29,3,3,0,0,0,0,2020_2019
06M324,M.S. 324 - Patria Mirabal,Junior High-Intermediate-Middle,6.0,0,0,0,0,0,0,0,16,22,8,0,0,0,0,2020_2019
06M328,Community Math & Science Prep,Junior High-Intermediate-Middle,6.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2020_2019
06M346,Community Health Academy of the Heights,Secondary School,6.0,0,0,0,3,0,0,0,17,0,11,0,0,3,3,2020_2019
06M348,Washington Heights Expeditionary Learning School,K-12 all grades,6.0,0,0,0,3,3,0,0,39,3,10,0,0,6,6,2020_2019
06M349,Harbor Heights,Junior High-Intermediate-Middle,6.0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2020_2019
06M366,Washington Heights Academy,K-8,6.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2020_2019
06M368,Hamilton Heights School,Elementary,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
06M423,High School for Excellence and Innovation,High school,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
06M462,The College Academy,High school,6.0,0,0,0,3,0,0,0,3,3,3,0,0,3,3,2020_2019
06M463,High School for Media and Communications,High school,6.0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,2020_2019
06M467,High School for Law and Public Service,High school,6.0,0,0,0,3,0,0,0,26,3,10,0,0,3,3,2020_2019
06M468,High School for Health Careers and Sciences,High school,6.0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2020_2019
06M513,Castle Bridge School,Elementary,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
06M528,I.S. 528 Bea Fuller Rodgers School,Junior High-Intermediate-Middle,6.0,0,0,0,3,0,0,0,0,0,3,0,3,0,3,2020_2019
06M540,A. Philip Randolph Campus High School,High school,6.0,0,0,3,7,0,0,3,8,0,29,0,0,13,13,2020_2019
06M552,Gregorio Luperon High School for Science and Mathe,High school,6.0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,2020_2019
07X001,P.S. 001 Courtlandt School,Elementary,7.0,0,0,3,0,0,0,0,3,11,0,0,0,3,3,2020_2019
07X005,P.S. 5 Port Morris,K-8,7.0,0,0,3,0,0,0,0,3,3,3,0,0,3,3,2020_2019
07X018,P.S. 018 John Peter Zenger,Elementary,7.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2020_2019
07X025,P.S. 025 Bilingual School,Elementary,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
07X029,P.S./M.S. 029 Melrose School,K-8,7.0,0,0,3,0,0,0,0,8,20,3,0,3,0,3,2020_2019
07X030,P.S. 030 Wilton,Elementary,7.0,0,0,0,0,0,0,0,10,3,3,0,0,0,0,2020_2019
07X031,P.S./M.S. 031 The William Lloyd Garrison,K-8,7.0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,2020_2019
07X043,P.S. 043 Jonas Bronck,Elementary,7.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
07X049,P.S. 049 Willis Avenue,Elementary,7.0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,2020_2019
07X065,P.S. 065 Mother Hale Academy,Elementary,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
07X151,J.H.S. 151 Lou Gehrig,Junior High-Intermediate-Middle,7.0,0,0,0,3,0,0,0,23,3,3,0,3,3,3,2020_2019
07X154,P.S. 154 Jonathan D. Hyatt,Elementary,7.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
07X157,P.S. 157 Grove Hill,Elementary,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
07X161,P.S. 161 Juan Ponce De Leon School,Elementary,7.0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,2020_2019
07X179,P.S. 179,Elementary,7.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
07X221,South Bronx Preparatory: A College Board School,Secondary School,7.0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,2020_2019
07X223,The Laboratory School of Finance and Technology: X,Secondary School,7.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2020_2019
07X224,P.S./I.S. 224,Junior High-Intermediate-Middle,7.0,0,0,0,3,0,0,0,14,0,3,0,3,3,3,2020_2019
07X259,"H.E.R.O. High (Health, Education, and Research Occ",High school,7.0,0,0,3,3,0,0,0,50,3,14,0,3,3,7,2020_2019
07X277,P.S. 277,Elementary,7.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
07X296,South Bronx Academy for Applied Media,Junior High-Intermediate-Middle,7.0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,2020_2019
07X298,Academy of Public Relations,Junior High-Intermediate-Middle,7.0,0,0,3,3,0,0,0,7,16,3,0,0,3,3,2020_2019
07X334,International Community High School,High school,7.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2020_2019
07X343,Academy of Applied Mathematics and Technology,Junior High-Intermediate-Middle,7.0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,2020_2019
07X359,Concourse Village Elementary School,Elementary,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
07X369,Young Leaders Elementary School,Elementary,7.0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2020_2019
07X379,Jill Chaifetz Transfer High School,High school,7.0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,2020_2019
07X381,Bronx Haven High School,High school,7.0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2020_2019
07X427,Community School for Social Justice,High school,7.0,0,0,3,3,0,0,0,29,3,8,0,0,3,3,2020_2019
07X473,Mott Haven Village Preparatory High School,High school,7.0,0,0,3,8,0,0,3,48,3,10,0,3,3,11,2020_2019
07X495,University Heights Secondary School,High school,7.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2020_2019
07X500,Hostos-Lincoln Academy of Science,Secondary School,7.0,0,0,0,3,0,0,0,3,3,3,0,0,3,3,2020_2019
07X522,Bronx Design and Construction Academy,High school,7.0,0,0,0,0,0,0,0,37,9,3,0,0,0,0,2020_2019
07X527,Bronx Leadership Academy II High School,High school,7.0,0,0,0,0,0,0,0,40,0,6,0,0,0,0,2020_2019
07X548,Careers in Sports High School,High school,7.0,0,0,3,3,0,0,0,17,0,12,0,0,3,3,2020_2019
07X551,The Urban Assembly Bronx Academy of Letters,Secondary School,7.0,0,0,3,3,0,0,0,41,3,11,0,0,3,3,2020_2019
07X557,Mott Haven Community High School,High school,7.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2020_2019
07X584,I.S. 584,Junior High-Intermediate-Middle,7.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2020_2019
07X600,Alfred E. Smith Career and Technical Education Hig,High school,7.0,0,0,3,3,0,0,0,23,3,3,0,0,3,3,2020_2019
07X670,Health Opportunities High School,High school,7.0,0,0,3,0,0,0,0,21,0,0,0,3,0,3,2020_2019
08X014,P.S. X014 Senator John Calandra,Elementary,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
08X036,P.S. 036 Unionport,Elementary,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
08X048,P.S. 048 Joseph R. Drake,Elementary,8.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2020_2019
08X062,P.S. 062 Inocensio Casanova,Elementary,8.0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,2020_2019
08X069,P.S. 069 Journey Prep School,Elementary,8.0,0,0,3,0,0,0,0,0,3,3,0,0,3,3,2020_2019
08X071,P.S. 071 Rose E. Scala,K-8,8.0,0,0,0,3,0,0,3,3,35,3,0,0,3,3,2020_2019
08X072,P.S. 072 Dr. William Dorney,Elementary,8.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2020_2019
08X075,P.S. 75 School of Research and Discovery,Elementary,8.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
08X093,P.S. 093 Albert G. Oliver,Elementary,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
08X100,P.S. 100 Isaac Clason,Elementary,8.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
08X101,M.S. X101 Edward R. Byrne,Junior High-Intermediate-Middle,8.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2020_2019
08X107,P.S. 107,Elementary,8.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2020_2019
08X119,The Dr. Emmett W. Bassett School,Elementary,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
08X123,J.H.S. 123 James M. Kieran,Junior High-Intermediate-Middle,8.0,0,0,3,3,0,0,0,0,20,14,0,3,3,3,2020_2019
08X130,P.S. 130 Abram Stevens Hewitt,Elementary,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
08X131,J.H.S. 131 Albert Einstein,Junior High-Intermediate-Middle,8.0,0,0,0,0,0,0,0,3,10,6,0,0,0,0,2020_2019
08X138,P.S. 138 Samuel Randall,Elementary,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
08X140,P.S. X140 The Eagle School,Elementary,8.0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,2020_2019
08X146,P.S. 146 Edward Collins,Elementary,8.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
08X152,P.S. 152 Evergreen,Elementary,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
08X182,P.S. 182,Elementary,8.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
08X269,Bronx Studio School for Writers and Artists,Secondary School,8.0,0,0,0,0,0,0,0,19,43,3,0,0,0,0,2020_2019
08X282,Women's Academy of Excellence,High school,8.0,0,0,0,0,0,0,0,9,3,3,0,0,0,0,2020_2019
08X293,Renaissance High School for Musical Theater and th,High school,8.0,0,0,3,3,0,0,0,20,0,6,0,3,3,3,2020_2019
08X301,M.S. 301 Paul L. Dunbar,Junior High-Intermediate-Middle,8.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2020_2019
08X302,M.S. 302 Luisa Dessus Cruz,Junior High-Intermediate-Middle,8.0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,2020_2019
08X304,P.S. 304 Early Childhood School,Elementary,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
08X312,Millennium Art Academy,High school,8.0,0,0,3,3,0,0,0,14,3,0,0,0,3,3,2020_2019
08X320,Pelham Lab High School,High school,8.0,0,0,3,3,0,0,0,20,7,3,0,0,3,3,2020_2019
08X333,The Longwood Academy of Discovery,Elementary,8.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
08X337,The School for Inquiry and Social Justice,Junior High-Intermediate-Middle,8.0,0,0,0,3,0,0,0,3,0,3,0,0,3,3,2020_2019
08X348,Schuylerville Preparatory High School,High school,8.0,0,0,0,3,0,0,0,25,0,3,0,0,3,3,2020_2019
08X349,Bronx River High School,High school,8.0,0,0,0,3,0,0,0,68,22,3,0,0,3,3,2020_2019
08X367,"Archimedes Academy for Math, Science and Technolog",Secondary School,8.0,0,0,3,3,0,0,0,52,46,6,0,3,3,7,2020_2019
08X371,Urban Institute of Mathematics,Junior High-Intermediate-Middle,8.0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,2020_2019
08X375,The Bronx Mathematics Preparatory School,Junior High-Intermediate-Middle,8.0,0,0,0,3,0,0,0,0,3,12,0,3,0,3,2020_2019
08X376,Antonia Pantoja Preparatory Academy: A College Boa,Secondary School,8.0,0,0,3,3,0,0,0,14,0,15,0,0,3,3,2020_2019
08X377,Bronx Community High School,High school,8.0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,2020_2019
08X392,Bronx Delta School,Elementary,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
08X405,Herbert H. Lehman High School,High school,8.0,3,0,3,9,0,0,0,57,0,11,0,3,3,11,2020_2019
08X424,The Hunts Point School,Junior High-Intermediate-Middle,8.0,0,0,0,0,0,0,0,24,3,8,0,0,0,0,2020_2019
08X432,Bronx Bridges High School,High school,8.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2020_2019
08X448,Soundview Academy for Culture and Scholarship,Junior High-Intermediate-Middle,8.0,0,0,3,0,0,0,0,9,26,3,0,0,3,3,2020_2019
08X452,Gotham Collaborative High School,High school,8.0,0,0,3,0,0,0,0,50,0,11,0,0,3,3,2020_2019
08X467,Mott Hall Community School,Junior High-Intermediate-Middle,8.0,0,0,3,3,0,0,0,0,3,3,0,0,3,3,2020_2019
08X530,Longwood Preparatory Academy,High school,8.0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,2020_2019
08X537,Bronx Arena High School,High school,8.0,0,0,0,3,0,0,0,11,0,3,0,3,0,3,2020_2019
08X558,Westchester Square Academy,High school,8.0,0,0,3,3,0,0,0,79,23,13,0,0,3,3,2020_2019
08X559,School for Tourism and Hospitality,High school,8.0,0,0,3,3,0,0,0,10,0,0,0,0,3,3,2020_2019
08X561,Bronx Compass High School,High school,8.0,0,0,0,0,0,0,0,52,3,3,0,0,0,0,2020_2019
08X562,Blueprint Middle School,Junior High-Intermediate-Middle,8.0,0,0,0,0,0,0,0,7,3,7,0,0,0,0,2020_2019
08X583,P.S. 583,Elementary,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
09X004,P.S./M.S. 004 Crotona Park West,K-8,9.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
09X011,P.S. 011 Highbridge,Elementary,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
09X022,J.H.S. 022 Jordan L. Mott,Junior High-Intermediate-Middle,9.0,0,0,3,0,0,0,0,15,12,0,0,0,3,3,2020_2019
09X028,P.S. 028 Mount Hope,Elementary,9.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2020_2019
09X035,P.S. 035 Franz Siegel,Elementary,9.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2020_2019
09X042,P.S. 042 Claremont,Elementary,9.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
09X053,P.S. 053 Basheer Quisim,Elementary,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
09X055,P.S. 055 Benjamin Franklin,Elementary,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
09X058,P.S. 058,Elementary,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
09X063,P.S. 063 Author's Academy,Elementary,9.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
09X070,P.S. 070 Max Schoenfeld,Elementary,9.0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2020_2019
09X073,P.S. 073 Bronx,Elementary,9.0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2020_2019
09X088,P.S. X088 - S. Silverstein Little Sparrow School,Early Childhood,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
09X109,P.S. 109 Sedgwick,Elementary,9.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
09X110,P.S. 110 Theodore Schoenfeld,Elementary,9.0,0,0,0,3,0,0,0,0,7,0,0,0,3,3,2020_2019
09X114,P.S. X114 - Luis Llorens Torres Schools,Elementary,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
09X117,I.S. 117 Joseph H. Wade,Junior High-Intermediate-Middle,9.0,0,0,3,3,0,0,0,14,3,3,0,0,3,3,2020_2019
09X126,P.S. 126 Dr Marjorie H Dunbar,Elementary,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
09X128,Mott Hall III,Junior High-Intermediate-Middle,9.0,0,0,3,0,0,0,0,3,3,0,0,0,3,3,2020_2019
09X132,P.S. 132 Garret A. Morgan,Elementary,9.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2020_2019
09X163,P.S. 163 Arthur A. Schomburg,Elementary,9.0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2020_2019
09X170,P.S. 170,Early Childhood,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
09X199,P.S. 199X - The Shakespeare School,Elementary,9.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2020_2019
09X204,P.S. 204 Morris Heights,Elementary,9.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
09X215,Kappa,Junior High-Intermediate-Middle,9.0,0,0,3,0,0,0,0,7,3,3,0,3,0,3,2020_2019
09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,K-8,9.0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,2020_2019
09X219,I.S. 219 New Venture School,Junior High-Intermediate-Middle,9.0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,2020_2019
09X227,Bronx Collegiate Academy,High school,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
09X229,I.S. 229 Roland Patterson,Junior High-Intermediate-Middle,9.0,0,0,0,3,0,0,0,3,28,3,0,3,0,3,2020_2019
09X231,Eagle Academy for Young Men,Secondary School,9.0,0,0,3,0,0,0,0,16,0,3,0,0,3,3,2020_2019
09X232,I.S. 232,Junior High-Intermediate-Middle,9.0,0,0,0,3,0,0,0,3,0,16,0,0,3,3,2020_2019
09X236,P.S. 236 Langston Hughes,Elementary,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
09X241,Urban Assembly School for Applied Math and Science,Secondary School,9.0,0,0,3,3,0,0,0,11,24,13,0,0,3,3,2020_2019
09X250,Eximius College Preparatory Academy: A College Boa,High school,9.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2020_2019
09X252,Mott Hall Bronx High School,High school,9.0,0,0,3,0,0,0,0,26,12,3,0,0,3,3,2020_2019
09X260,Bronx Center for Science and Mathematics,High school,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020_2019
09X263,Validus Preparatory Academy,High school,9.0,0,0,0,3,0,0,0,20,3,3,0,3,0,3,2020_2019
09X274,The New American Academy at Roberto Clemente State,Elementary,9.0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,2020_2019
09X294,The Walton Avenue School,Elementary,9.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2020_2019
09X297,Morris Academy for Collaborative Studies,High school,9.0,0,0,0,0,0,0,0,14,0,3,0,0,0,0,2020_2019
09X303,I.S. X303 Leadership & Community Service,Junior High-Intermediate-Middle,9.0,0,0,0,3,0,0,0,3,0,3,0,0,3,3,2020_2019
09X311,Lucero Elementary School,Elementary,9.0,0,0,3,3,0,0,0,0,3,0,0,0,3,3,2020_2019
09X313,I.S. 313 School of Leadership Development,Junior High-Intermediate-Middle,9.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2020_2019
09X323,Bronx Writing Academy,Junior High-Intermediate-Middle,9.0,0,0,0,0,0,0,0,3,10,3,0,0,0,0,2020_2019
09X324,Bronx Early College Academy for Teaching & Learnin,Secondary School,9.0,0,0,0,0,0,0,0,24,3,3,0,0,0,0,2020_2019
09X327,Comprehensive Model School Project M.S. 327,Secondary School,9.0,0,0,0,3,0,0,0,8,3,0,0,0,3,3,2020_2019
09X328,New Millennium Bronx Academy of the Arts,Junior High-Intermediate-Middle,9.0,0,0,3,3,0,0,0,11,13,8,0,3,0,3,2020_2019
09X329,DreamYard Preparatory School,High school,9.0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2020_2019
09X339,I.S. 339,Junior High-Intermediate-Middle,9.0,0,0,3,0,0,0,0,0,0,3,0,3,0,3,2020_2019
09X350,New Directions Secondary School,Secondary School,9.0,0,0,0,3,0,0,0,20,0,3,0,3,3,3,2020_2019
