,DBN,school_name,school_type,administrative_district_code,american indian/alaskan native removals and/or suspensions resulting from incidents where nypd was contacted,asian removals and/or suspensions resulting from incidents where nypd was contacted,black removals and/or suspensions resulting from incidents where nypd was contacted,hispanic removals and/or suspensions resulting from incidents where nypd was contacted,multi-racial removals and/or suspensions resulting from incidents where nypd was contacted,unknown removals and/or suspensions resulting from incidents where nypd was contacted,white removals and/or suspensions resulting from incidents where nypd was contacted,principal,removal,superintendent,expulsions,female removals and/or suspensions resulting from incidents where nypd was contacted,male removals and/or suspensions resulting from incidents where nypd was contacted,sy1920_total_removals_suspensions removals and/or suspensions resulting from incidents where nypd was contacted
907,19K306,P.S. 306 Ethan Allen,Elementary,19.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
908,19K325,The Fresh Creek School,Elementary,19.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
909,19K328,P.S. 328 Phyllis Wheatley,Elementary,19.0,0,0,0,0,0,0,0,3,3,3,0,0,0,0
910,19K345,P.S. 345 Patrolman Robert Bolden,Elementary,19.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
911,19K346,P.S. 346 Abe Stark,Elementary,19.0,0,0,3,0,0,0,0,3,8,3,0,3,0,3
912,19K364,I.S. 364 Gateway,Junior High-Intermediate-Middle,19.0,0,0,3,0,0,0,0,3,0,3,0,0,3,3
913,19K404,Academy for Young Writers,Secondary School,19.0,0,0,0,0,0,0,0,11,22,7,0,0,0,0
914,19K409,East New York Family Academy,Secondary School,19.0,0,0,3,0,0,0,0,3,32,3,0,0,3,3
915,19K422,Spring Creek Community School,Secondary School,19.0,0,0,3,0,0,0,3,26,3,21,0,0,3,3
916,19K452,Frederick Douglass Academy VIII Middle School,Junior High-Intermediate-Middle,19.0,0,0,3,0,0,0,0,9,3,6,0,3,3,3
917,19K502,FDNY - Captain Vernon A. Richard High School for F,High school,19.0,0,0,0,0,0,0,0,21,0,7,0,0,0,0
918,19K504,High School for Civil Rights,High school,19.0,0,0,3,3,0,0,0,3,0,8,0,3,3,3
919,19K507,Performing Arts and Technology High School,High school,19.0,0,0,3,0,0,0,0,22,0,3,0,3,0,3
920,19K510,World Academy for Total Community Health High Scho,High school,19.0,0,0,3,0,0,0,0,6,3,3,0,0,3,3
921,19K557,Brooklyn Gardens Elementary School,Elementary,19.0,0,0,3,0,0,0,0,0,0,3,0,0,3,3
922,19K583,Multicultural High School,High school,19.0,0,0,0,0,0,0,0,53,3,3,0,0,0,0
923,19K615,Transit Tech Career and Technical Education High S,High school,19.0,0,0,3,3,0,0,0,21,0,13,0,0,3,3
924,19K618,Academy of Innovative Technology,High school,19.0,0,0,0,6,0,0,0,12,0,6,0,3,3,6
925,19K639,Brooklyn Lab School,High school,19.0,0,0,0,6,0,0,0,65,6,11,0,0,6,6
926,19K654,Van Siclen Community Middle School,Junior High-Intermediate-Middle,19.0,0,0,0,0,0,0,0,3,3,9,0,0,0,0
927,19K659,Cypress Hills Collegiate Preparatory School,High school,19.0,0,3,3,3,0,0,0,29,3,3,0,0,3,3
928,19K660,W. H. Maxwell Career and Technical Education High,High school,19.0,0,0,3,0,0,0,0,21,0,3,0,3,3,3
929,19K661,Vista Academy,Junior High-Intermediate-Middle,19.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
930,19K662,Liberty Avenue Middle School,Junior High-Intermediate-Middle,19.0,0,0,3,0,0,0,0,3,0,3,0,3,0,3
931,19K663,School of the Future Brooklyn,Junior High-Intermediate-Middle,19.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
932,19K677,East New York Elementary School of Excellence,Elementary,19.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
933,19K678,East New York Middle School of Excellence,Junior High-Intermediate-Middle,19.0,0,0,3,3,0,0,0,3,3,3,0,0,3,3
934,19K683,School for Classics High School,High school,19.0,0,0,3,0,0,0,0,6,6,3,0,3,0,3
935,19K760,Highland Park Community School,Junior High-Intermediate-Middle,19.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
936,19K764,The Urban Assembly School for Collaborative Health,High school,19.0,0,0,0,0,0,3,0,21,0,6,0,0,3,3
937,19K907,Legacy School of the Arts,Junior High-Intermediate-Middle,19.0,0,0,3,3,0,0,0,3,0,11,0,0,3,3
938,20K030,P.S./I.S. 30 Mary White Ovington,K-8,20.0,0,0,0,0,0,0,0,21,3,3,0,0,0,0
939,20K048,P.S. 048 Mapleton,Elementary,20.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
940,20K062,J.H.S. 062 Ditmas,Junior High-Intermediate-Middle,20.0,0,3,3,0,0,0,0,16,0,7,0,3,0,3
941,20K069,P.S. 69 Vincent D. Grippo School,Elementary,20.0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
942,20K102,P.S. 102 The Bayview,Elementary,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,20K104,P.S./I.S. 104 The Fort Hamilton School,K-8,20.0,0,0,0,0,0,0,0,8,0,3,0,0,0,0
944,20K105,P.S. 105 The Blythebourne,Elementary,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,20K112,P.S. 112 Lefferts Park,Elementary,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,20K127,P.S. 127 Mckinley Park,Elementary,20.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
947,20K160,P.S. 160 William T. Sampson,Elementary,20.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
948,20K163,P.S. 163 Bath Beach,K-8,20.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
949,20K164,P.S. 164 Caesar Rodney,Elementary,20.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
950,20K170,Ralph A. Fabrizio School,Elementary,20.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
951,20K176,P.S. 176 Ovington,Elementary,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,20K179,P.S. 179 Kensington,Elementary,20.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
953,20K180,The SEEALL Academy,K-8,20.0,0,0,0,0,0,0,0,37,46,3,0,0,0,0
954,20K185,P.S. 185 Walter Kassenbrock,Elementary,20.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
955,20K186,P.S. 186 Dr. Irving A Gladstone,Elementary,20.0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
956,20K187,The Christa McAuliffe School\I.S. 187,Junior High-Intermediate-Middle,20.0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
957,20K192,P.S. 192 - The Magnet School for Math and Science,K-8,20.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
958,20K200,P.S. 200 Benson School,Elementary,20.0,0,0,0,0,0,0,0,3,17,0,0,0,0,0
959,20K201,J.H.S. 201 The Dyker Heights,Junior High-Intermediate-Middle,20.0,0,0,0,0,0,0,0,20,3,3,0,0,0,0
960,20K204,P.S. 204 Vince Lombardi,Elementary,20.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
961,20K205,P.S. 205 Clarion,Elementary,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,20K220,J.H.S. 220 John J. Pershing,Junior High-Intermediate-Middle,20.0,0,0,0,3,0,0,0,113,3,27,0,0,3,3
963,20K223,J.H.S. 223 The Montauk,Junior High-Intermediate-Middle,20.0,0,3,0,3,0,0,0,10,0,3,0,0,3,3
964,20K227,J.H.S. 227 Edward B. Shallow,Junior High-Intermediate-Middle,20.0,0,0,3,8,0,0,3,116,0,14,0,3,3,14
965,20K229,P.S. 229 Dyker,K-8,20.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
966,20K247,P.S. 247 Brooklyn,Elementary,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,20K259,J.H.S. 259 William McKinley,Junior High-Intermediate-Middle,20.0,0,0,0,3,0,0,3,54,12,7,0,0,3,3
968,20K264,P.S. 264 Bay Ridge Elementary School For The Arts,Elementary,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,20K310,The School For Future Leaders,Elementary,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,20K445,New Utrecht High School,High school,20.0,3,0,3,3,0,0,0,3,7,3,0,0,3,3
971,20K485,High School of Telecommunication Arts and Technolo,High school,20.0,0,0,3,3,0,0,0,17,0,3,0,0,3,3
972,20K490,Fort Hamilton High School,High school,20.0,0,3,3,7,0,3,8,90,8,30,0,0,21,21
973,20K503,P.S. 503: The School of Discovery,Elementary,20.0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
974,20K505,Franklin Delano Roosevelt High School,High school,20.0,0,0,3,3,0,0,3,107,0,7,0,3,3,3
975,20K506,P.S. 506: The School of Journalism & Technology,Elementary,20.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
976,20K609,Urban Assembly School for Criminal Justice,Secondary School,20.0,0,0,0,0,0,0,0,9,3,0,0,0,0,0
977,20K682,The Academy of Talented Scholars,Elementary,20.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
978,20K686,Brooklyn School of Inquiry,K-8,20.0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
979,20K748,P.S. 748 Brooklyn School for Global Scholars,Elementary,20.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
980,20K920,New Utrecht Evening Hs M/W,Ungraded,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,20K921,New Utrecht Evening Hs T/R,Ungraded,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,20K971,"School of Math, Science, and Healthy Living",Elementary,20.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
983,21K090,P.S. 90 Edna Cohen School,Elementary,21.0,0,0,0,0,0,0,0,3,18,0,0,0,0,0
984,21K095,P.S. 095 The Gravesend,K-8,21.0,0,0,0,0,0,0,0,10,14,0,0,0,0,0
985,21K096,I.S. 096 Seth Low,Junior High-Intermediate-Middle,21.0,0,0,3,3,0,0,0,38,37,31,0,0,3,3
986,21K097,P.S. 97 The Highlawn,Elementary,21.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
987,21K098,I.S. 98 Bay Academy,Junior High-Intermediate-Middle,21.0,0,0,3,0,0,0,0,37,0,3,0,0,3,3
988,21K099,P.S. 099 Isaac Asimov,K-8,21.0,0,0,0,0,0,0,0,28,10,0,0,0,0,0
989,21K100,P.S. 100 The Coney Island School,Elementary,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,21K101,P.S. 101 The Verrazano,Elementary,21.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
991,21K121,P.S. 121 Nelson A. Rockefeller,K-8,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,21K128,P.S. 128 Bensonhurst,Elementary,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,21K153,P.S. 153 Homecrest,Elementary,21.0,0,0,0,0,0,0,0,0,34,0,0,0,0,0
994,21K177,P.S. 177 The Marlboro,Elementary,21.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
995,21K188,P.S. 188 Michael E. Berdy,Elementary,21.0,0,0,0,0,0,0,0,7,9,3,0,0,0,0
996,21K199,P.S. 199 Frederick Wachtel,Elementary,21.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
997,21K209,P.S. 209 Margaret Mead,K-8,21.0,0,0,0,0,0,0,0,3,13,0,0,0,0,0
998,21K212,P.S. 212 Lady Deborah Moody,Elementary,21.0,0,0,0,0,0,0,0,0,10,3,0,0,0,0
999,21K215,P.S. 215 Morris H. Weiss,Elementary,21.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
1000,21K216,P.S. 216 Arturo Toscanini,Elementary,21.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1001,21K225,P.S. K225 - The Eileen E. Zaglin,K-8,21.0,0,0,0,0,0,0,3,6,3,15,0,0,3,3
1002,21K226,P.S. 226 Alfred De B. Mason,K-8,21.0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
1003,21K228,I.S. 228 David A. Boody,Junior High-Intermediate-Middle,21.0,0,0,0,3,0,0,3,47,0,12,0,3,3,3
1004,21K238,P.S. 238 Anne Sullivan,K-8,21.0,0,0,0,0,0,0,3,3,3,9,0,0,3,3
1005,21K239,Mark Twain I.S. 239 for the Gifted & Talented,Junior High-Intermediate-Middle,21.0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
1006,21K253,P.S. 253,Elementary,21.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
1007,21K281,I.S. 281 Joseph B Cavallaro,Junior High-Intermediate-Middle,21.0,0,3,3,0,0,0,3,47,13,16,0,3,3,7
1008,21K288,P.S. 288 The Shirley Tanyhill,K-8,21.0,0,0,3,3,0,0,0,0,3,14,0,0,3,3
1009,21K303,I.S. 303 Herbert S. Eisenberg,Junior High-Intermediate-Middle,21.0,0,0,3,3,0,0,0,9,3,20,0,3,0,3
1010,21K329,P.S. 329 Surfside,Elementary,21.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1011,21K337,International High School at Lafayette,High school,21.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
1012,21K344,Rachel Carson High School for Coastal Studies,High school,21.0,0,0,3,0,0,0,0,17,10,3,0,0,3,3
1013,21K348,High School of Sports Management,High school,21.0,0,0,0,3,0,0,0,9,0,6,0,0,3,3
1014,21K410,Abraham Lincoln High School,High school,21.0,0,0,0,0,0,0,3,52,13,3,0,0,3,3
1015,21K468,Kingsborough Early College School,Secondary School,21.0,0,0,0,0,0,0,0,13,13,0,0,0,0,0
1016,21K525,Edward R. Murrow High School,High school,21.0,0,0,0,0,0,3,3,40,9,3,0,0,3,3
1017,21K540,John Dewey High School,High school,21.0,0,0,3,0,0,0,0,27,3,3,0,3,3,3
1018,21K559,Life Academy High School for Film and Music,High school,21.0,0,0,0,3,0,0,0,7,0,3,0,0,3,3
1019,21K572,Leaders High School,High school,21.0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
1020,21K620,William E. Grady Career and Technical Education Hi,High school,21.0,0,0,0,0,0,0,0,43,3,11,0,0,0,0
1021,21K690,Brooklyn Studio Secondary School,Secondary School,21.0,0,0,0,0,0,0,0,30,10,3,0,0,0,0
1022,21K728,Liberation Diploma Plus,High school,21.0,0,0,3,3,3,0,3,10,0,11,0,3,3,8
1023,22K014,J.H.S. 014 Shell Bank,Junior High-Intermediate-Middle,22.0,0,0,0,0,0,0,0,3,10,0,0,0,0,0
1024,22K052,P.S. 052 Sheepshead Bay,Elementary,22.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1025,22K078,J.H.S. 078 Roy H. Mann,Junior High-Intermediate-Middle,22.0,0,0,0,0,0,0,0,22,26,9,0,0,0,0
1026,22K109,P.S. 109,K-8,22.0,0,0,3,3,0,0,0,34,49,9,0,3,3,3
1027,22K119,P.S. 119 Amersfort,Elementary,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,22K134,P.S. K134,Elementary,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,22K139,P.S. 139 Alexine A. Fenty,Elementary,22.0,0,0,0,0,0,0,0,3,51,3,0,0,0,0
1030,22K152,School of Science & Technology,Elementary,22.0,0,0,3,0,0,0,0,3,0,3,0,0,3,3
1031,22K193,P.S. 193 Gil Hodges,Elementary,22.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1032,22K194,P.S. 194 Raoul Wallenberg,Elementary,22.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1033,22K195,P.S. 195 Manhattan Beach,Elementary,22.0,0,0,0,0,0,0,3,3,0,0,0,0,3,3
1034,22K197,P.S. 197 - The Kings Highway Academy,Elementary,22.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1035,22K198,P.S. 198 Brooklyn,Elementary,22.0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
1036,22K203,P.S. 203 Floyd Bennett School,Elementary,22.0,0,0,0,0,0,0,0,3,7,3,0,0,0,0
1037,22K206,P.S. 206 Joseph F Lamb,K-8,22.0,0,0,0,0,0,0,0,3,58,0,0,0,0,0
1038,22K207,P.S. 207 Elizabeth G. Leary,K-8,22.0,0,0,0,0,0,0,0,3,23,3,0,0,0,0
1039,22K217,P.S. 217 Colonel David Marcus School,Elementary,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,22K222,P.S. 222 Katherine R. Snyder,Elementary,22.0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
1041,22K234,J.H.S. 234 Arthur W. Cunningham,Junior High-Intermediate-Middle,22.0,0,3,0,3,0,0,3,49,13,11,0,0,3,3
1042,22K236,P.S. 236 Mill Basin,Elementary,22.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1043,22K240,Andries Hudde,Junior High-Intermediate-Middle,22.0,0,3,6,3,0,0,0,24,3,8,0,3,3,7
1044,22K245,P.S. 245,Elementary,22.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1045,22K251,P.S. 251 Paerdegat,Elementary,22.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
1046,22K254,P.S. 254 Dag Hammarskjold,Elementary,22.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
1047,22K255,P.S. 255 Barbara Reing School,Elementary,22.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1048,22K277,P.S. 277 Gerritsen Beach,Elementary,22.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1049,22K278,J.H.S. 278 Marine Park,Junior High-Intermediate-Middle,22.0,0,0,3,3,0,0,0,14,24,9,0,3,3,3
1050,22K312,P.S. 312 Bergen Beach,Elementary,22.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1051,22K315,P.S. K315,Elementary,22.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
1052,22K326,P.S. 326,Early Childhood,22.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1053,22K361,P.S. 361 East Flatbush Early Childhood School,Elementary,22.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1054,22K381,I. S. 381,Junior High-Intermediate-Middle,22.0,0,0,0,0,0,0,0,28,3,3,0,0,0,0
1055,22K405,Midwood High School,High school,22.0,0,0,3,3,0,0,0,35,11,7,0,0,3,3
1056,22K425,James Madison High School,High school,22.0,0,3,3,3,0,0,3,63,41,10,0,3,3,10
1057,22K535,Leon M. Goldstein High School for the Sciences,High school,22.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
1058,22K555,Brooklyn College Academy,High school,22.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1059,22K611,Origins High School,High school,22.0,0,0,0,0,0,0,0,8,3,6,0,0,0,0
1060,22K630,Professional Pathways High School,High school,22.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1061,22K889,P.S. 889,Elementary,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,22K890,M.S. 890,Junior High-Intermediate-Middle,22.0,0,0,0,0,0,0,0,3,3,3,0,0,0,0
1063,23K041,P.S. 041 Francis White,K-8,23.0,0,0,3,3,0,0,0,3,3,8,0,0,3,3
1064,23K137,P.S./I.S. 137 Rachel Jean Mitchell,Elementary,23.0,0,0,3,0,0,0,0,3,0,3,0,0,3,3
1065,23K150,P.S. 150 Christopher,Elementary,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,23K155,P.S./ I.S. 155 Nicholas Herkimer,K-8,23.0,0,0,3,0,0,0,0,3,0,0,0,0,3,3
1067,23K156,P.S. 156 Waverly,Elementary,23.0,0,0,3,0,0,0,0,0,45,0,0,0,3,3
1068,23K165,P.S. 165 Ida Posner,Elementary,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,23K178,P.S. 178 Saint Clair Mckelway,K-8,23.0,0,0,6,3,0,3,0,21,3,22,0,0,7,7
1070,23K184,P.S. 184 Newport,K-8,23.0,0,0,3,3,0,0,0,3,3,3,0,0,3,3
1071,23K284,"The Gregory Jocko Jackson School of Sports, Art, a",Elementary,23.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1072,23K298,P.S. 298 Dr. Betty Shabazz,Elementary,23.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1073,23K323,P.S./I.S. 323,K-8,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,23K327,P.S. 327 Dr. Rose B. English,Elementary,23.0,0,0,0,0,0,0,0,3,13,0,0,0,0,0
1075,23K363,Brownsville Collaborative Middle School,Junior High-Intermediate-Middle,23.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1076,23K392,I.S. 392,Junior High-Intermediate-Middle,23.0,0,0,3,0,0,0,0,3,3,3,0,0,3,3
1077,23K401,Christopher Avenue Community School,Elementary,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,23K446,Riverdale Avenue Community School,Elementary,23.0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
1079,23K493,Brooklyn Collegiate: A College Board School,High school,23.0,0,0,7,0,0,0,0,46,3,14,0,3,3,7
1080,23K514,Frederick Douglass Academy VII High School,High school,23.0,0,0,3,0,0,0,0,3,0,3,0,3,0,3
1081,23K518,Kappa V (Knowledge and Power Preparatory Academy),Junior High-Intermediate-Middle,23.0,0,0,3,0,0,0,0,10,3,6,0,0,3,3
1082,23K522,Mott Hall IV,Junior High-Intermediate-Middle,23.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1083,23K599,Brooklyn Landmark Elementary School,Elementary,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,23K643,Brooklyn Democracy Academy,High school,23.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1085,23K644,Eagle Academy for Young Men II,Secondary School,23.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1086,23K647,Metropolitan Diploma Plus High School,High school,23.0,3,0,7,0,0,0,3,3,3,7,0,3,3,8
1087,23K664,Brooklyn Environmental Exploration School (BEES),Junior High-Intermediate-Middle,23.0,0,0,0,0,0,0,0,13,0,6,0,0,0,0
1088,23K668,Riverdale Avenue Middle School,Junior High-Intermediate-Middle,23.0,0,0,3,0,0,0,0,3,0,9,0,0,3,3
1089,23K671,Mott Hall Bridges Academy,Junior High-Intermediate-Middle,23.0,0,0,0,0,0,0,0,6,0,3,0,0,0,0
1090,23K697,Teachers Preparatory High School,High school,23.0,0,0,3,0,0,0,0,10,3,11,0,0,3,3
1091,24Q005,I.S. 5 - The Walter Crowley Intermediate School,Junior High-Intermediate-Middle,24.0,0,0,0,3,0,0,0,135,6,9,0,0,3,3
1092,24Q007,P.S. 007 Louis F. Simeone,Elementary,24.0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
1093,24Q012,P.S. 012 James B. Colgate,Elementary,24.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1094,24Q013,P.S. 013 Clement C. Moore,Elementary,24.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
1095,24Q014,P.S. 014 Fairview,Elementary,24.0,0,0,0,0,0,0,0,0,6,3,0,0,0,0
1096,24Q016,P.S. Q016 The Nancy DeBenedittis School,Elementary,24.0,0,0,0,3,0,0,0,3,7,0,0,3,0,3
1097,24Q019,P.S. 019 Marino Jeantet,Elementary,24.0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
1098,24Q028,P.S. 28 - The Thomas Emanuel Early Childhood Cente,Early Childhood,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,24Q049,P.S. 049 Dorothy Bonawit Kole,K-8,24.0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
1100,24Q058,P.S. 58 - The School of Heroes,Elementary,24.0,0,0,0,3,0,0,0,3,0,0,0,0,3,3
1101,24Q061,I.S. 061 Leonardo Da Vinci,Junior High-Intermediate-Middle,24.0,0,0,3,7,3,0,0,79,54,16,0,3,3,8
1102,24Q068,P.S. 068 Cambridge,Elementary,24.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1103,24Q071,P.S. 071 Forest,Elementary,24.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1104,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,Junior High-Intermediate-Middle,24.0,0,3,0,3,0,0,0,68,13,3,0,3,3,7
1105,24Q077,I.S. 077,Junior High-Intermediate-Middle,24.0,0,0,0,3,0,0,0,10,55,3,0,0,3,3
1106,24Q081,P.S. 81Q Jean Paul Richter,Elementary,24.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1107,24Q087,P.S./I.S. 087 Middle Village,K-8,24.0,0,0,0,0,0,0,0,20,19,0,0,0,0,0
1108,24Q088,P.S. 088 Seneca,Elementary,24.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
1109,24Q089,P.S. 089 Elmhurst,Elementary,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,24Q091,P.S. 091 Richard Arkwright,Elementary,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,24Q093,I.S. 093 Ridgewood,Junior High-Intermediate-Middle,24.0,0,0,0,3,0,0,0,20,40,3,0,3,3,3
1112,24Q102,P.S. 102 Bayview,K-8,24.0,0,0,3,0,0,0,0,3,34,3,0,0,3,3
1113,24Q110,P.S. 110,Elementary,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,24Q113,P.S./I.S. 113 Anthony J. Pranzo,K-8,24.0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
1115,24Q119,P.S./I.S. 119 The Glendale,K-8,24.0,0,0,0,3,0,0,0,33,3,3,0,3,0,3
1116,24Q125,I.S. 125 Thom J. McCann Woodside,Junior High-Intermediate-Middle,24.0,0,0,0,0,0,0,0,86,23,3,0,0,0,0
1117,24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",K-8,24.0,0,0,0,3,0,0,0,24,11,0,0,0,3,3
1118,24Q143,P.S. 143 Louis Armstrong,Elementary,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,24Q153,P.S. 153 Maspeth Elem,Elementary,24.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1120,24Q199,P.S. 199 Maurice A. Fitzgerald,Elementary,24.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
1121,24Q211,Elm Tree Elementary School,Elementary,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,24Q229,P.S. 229 Emanuel Kaplan,Elementary,24.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1123,24Q236,International High School for Health Sciences,High school,24.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1124,24Q239,P.S. 239,Elementary,24.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1125,24Q264,Academy of Finance and Enterprise,High school,24.0,0,3,0,3,0,0,0,17,3,0,0,3,3,3
1126,24Q267,High School of Applied Communication,High school,24.0,0,3,3,3,0,0,0,32,3,3,0,0,7,7
1127,24Q290,A.C.E. Academy for Scholars at the Geraldine Ferra,Elementary,24.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
1128,24Q293,Civic Leadership Academy,High school,24.0,0,0,3,3,0,0,0,20,0,3,0,3,3,3
1129,24Q296,Pan American International High School,High school,24.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1130,24Q299,Bard High School Early College Queens,High school,24.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1131,24Q305,Learners and Leaders,Elementary,24.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1132,24Q307,Pioneer Academy,Elementary,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,24Q311,Corona Arts & Sciences Academy,Junior High-Intermediate-Middle,24.0,0,0,0,7,0,0,0,52,17,3,0,7,0,7
