,DBN,School Name,Student Response Rate,Number of student respondents,Number of eligible students,Safety and respect score,Communication score,Engagement score,Academic expectation score
669,13K044,P.S. 044 Marcus Garvey,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
670,13K046,P.S. 046 Edward C. Blum,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
671,13K054,P.S. 054 Samuel C. Barnes,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
672,13K056,P.S. 056 Lewis H. Latimer,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
673,13K067,P.S. 067 Charles A. Dorsey,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
674,13K093,P.S. 093 William H. Prescott,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
675,13K103,Satellite Three,86.0,219.0,254.0,5.7,5.8,6.5,7.3
676,13K113,M.S. 113 Ronald Edmonds Learning Center,78.0,696.0,888.0,6.2,6.2,6.7,7.7
677,13K133,P.S. 133 William A. Butler,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
678,13K256,P.S. 256 Benjamin Banneker,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
679,13K265,Dr. Susan S. McKinney Secondary School of the Arts,68.0,322.0,471.0,6.1,5.6,6.1,7.1
680,13K266,M.S. K266 - Park Place Community Middle School,96.0,183.0,191.0,6.4,6.4,6.8,7.8
681,13K270,P.S. 270 Johann DeKalb,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
682,13K282,P.S. 282 Park Slope,98.0,234.0,239.0,6.4,6.1,7.2,7.9
683,13K287,P.S. 287 Bailey K. Ashford,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
684,13K301,Satellite East Middle School,79.0,185.0,234.0,6.5,6.5,7.1,7.9
685,13K305,P.S. 305 Dr. Peter Ray,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
686,13K307,P.S. 307 Daniel Hale Williams,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
687,13K313,Satellite West Middle School,95.0,155.0,164.0,6.3,6.0,6.7,7.5
688,13K336,Academy of Business and Community Development,59.0,119.0,201.0,6.3,6.1,6.8,7.5
689,13K350,Urban Assembly High School of Music and Art at Wat,58.0,215.0,371.0,6.5,6.1,6.4,7.3
690,13K412,Brooklyn Community High School of Communication,75.0,337.0,447.0,6.1,6.6,6.6,7.5
691,13K419,Science Skills Center High School at Water's Edge,96.0,603.0,626.0,6.0,6.4,6.6,7.2
692,13K430,Brooklyn Technical High School,94.0,4768.0,5084.0,7.0,5.9,6.7,7.6
693,13K439,Brooklyn International High School at Water's Edge,94.0,360.0,381.0,7.9,7.2,7.8,8.0
694,13K483,The Urban Assembly School for Law and Justice,95.0,422.0,445.0,6.8,6.3,6.6,7.8
695,13K492,Urban Assembly Academy of Arts and Letters,94.0,286.0,303.0,7.0,7.2,7.2,7.9
696,13K499,ACORN Community High School,72.0,513.0,717.0,6.0,5.3,6.1,6.7
697,13K509,Freedom Academy High School,78.0,191.0,246.0,5.9,5.8,5.9,7.0
698,13K527,Urban Assembly Institute of Math and Science for Y,91.0,352.0,387.0,5.8,6.4,6.6,7.4
699,13K553,Brooklyn Academy High School,84.0,137.0,164.0,8.0,6.5,7.2,7.8
700,13K571,M.S. 571,71.0,117.0,165.0,6.0,5.9,6.7,7.3
701,13K575,Bedford Stuyvesant Preparatory High School,84.0,81.0,97.0,8.0,7.6,8.0,8.1
702,13K592,Khalil Gibran International Academy,93.0,95.0,102.0,8.0,7.6,8.3,8.5
703,13K595,Bedford Academy High School,96.0,347.0,362.0,6.6,6.0,6.7,7.7
704,13K596,Knowledge and Power Preparatory Academy VII Middle,90.0,151.0,167.0,5.3,5.6,6.2,7.2
705,13K605,George Westinghouse Career and Technical Education,83.0,736.0,889.0,5.5,5.4,5.8,6.8
706,13K616,Brooklyn High School for Leadership and Community,68.0,124.0,183.0,7.7,6.5,7.4,7.8
707,13K657,Downtown Brooklyn Yabc,43.0,70.0,163.0,8.4,7.1,7.8,8.2
708,13K670,Benjamin Banneker Academy,86.0,697.0,811.0,6.6,5.7,6.6,7.4
709,13K674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHI",86.0,206.0,240.0,6.4,6.0,6.9,7.4
710,13K691,FORT GREENE PREPARATORY ACADEMY,99.0,101.0,102.0,6.9,6.7,7.1,8.0
711,14K016,P.S. 016 Leonard Dunkly,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
712,14K017,P.S. 017 Henry D. Woodworth,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
713,14K018,P.S. 018 Edward Bush,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
714,14K019,P.S. 019 Roberto Clemente,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
715,14K023,P.S. 023 Carter G. Woodson,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
716,14K031,P.S. 031 Samuel F. Dupont,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
717,14K034,P.S. 034 Oliver H. Perry,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
718,14K050,J.H.S. 050 John D. Wells,76.0,342.0,450.0,5.9,5.9,6.6,7.4
719,14K059,P.S. 059 William Floyd,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
720,14K071,Juan Morel Campos Secondary School,77.0,661.0,853.0,6.1,5.8,6.5,7.4
721,14K084,P.S. 084 Jose De Diego,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
722,14K110,P.S. 110 The Monitor,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
723,14K120,P.S. 120 Carlos Tapia,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
724,14K126,John Ericsson Middle School 126,87.0,284.0,325.0,5.9,6.0,6.5,7.1
725,14K132,P.S. 132 The Conselyea School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
726,14K147,P.S. 147 Isaac Remsen,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
727,14K157,P.S. 157 Benjamin Franklin,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
728,14K196,P.S. 196 Ten Eyck,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
729,14K250,P.S. 250 George H. Lindsay,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
730,14K257,P.S. 257 John F. Hylan,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
731,14K297,P.S. 297 Abraham Stockton,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
732,14K318,I.S. 318 Eugenio Maria De Hostos,89.0,1487.0,1670.0,7.7,6.8,7.9,8.5
733,14K319,P.S. 319,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
734,14K322,Foundations Academy,62.0,103.0,165.0,6.9,6.4,7.2,7.7
735,14K330,The Urban Assembly School for the Urban Environmen,55.0,74.0,134.0,7.2,7.9,7.4,7.4
736,14K380,P.S. 380 John Wayne Elementary,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
737,14K404,Academy for Young Writers,81.0,290.0,357.0,6.5,6.2,6.4,7.4
738,14K449,"Brooklyn Latin School, The",99.0,328.0,331.0,7.5,7.0,6.9,8.2
739,14K454,Green School: An Academy for Environmental Careers,64.0,210.0,330.0,6.8,6.4,7.1,7.9
740,14K474,PROGRESS High School for Professional Careers,87.0,798.0,918.0,6.4,5.6,6.4,7.2
741,14K477,School for Legal Studies,50.0,370.0,745.0,5.4,5.6,5.7,6.7
742,14K478,"The High School for Enterprise, Business and Techn",76.0,689.0,912.0,6.0,5.6,6.1,6.9
743,14K488,Brooklyn Preparatory High School,83.0,305.0,366.0,6.4,6.1,6.4,7.3
744,14K558,Williamsburg High School for Architecture and Desi,96.0,400.0,417.0,7.8,6.5,7.6,8.3
745,14K561,Williamsburg Preparatory School,78.0,418.0,533.0,7.2,6.3,7.0,7.9
746,14K577,Conselyea Preparatory School,99.0,438.0,442.0,6.7,6.0,7.2,7.8
747,14K582,M.S. 582,97.0,297.0,306.0,6.3,6.2,6.7,7.7
748,14K586,Lyons Community School,74.0,391.0,530.0,6.9,6.6,7.0,7.6
749,14K610,Automotive High School,73.0,583.0,799.0,5.3,5.6,6.1,6.9
750,14K614,Young Women's Leadership School of Brooklyn,97.0,193.0,198.0,7.3,7.1,7.8,8.6
751,14K632,Frances Perkins Academy,92.0,132.0,144.0,7.1,7.0,7.2,7.4
752,14K685,El Puente Academy for Peace and Justice,77.0,151.0,196.0,7.8,6.4,7.2,7.7
753,14K923,Automotive High School Yabc,74.0,127.0,172.0,8.3,6.8,7.8,8.2
754,15K001,P.S. 001 The Bergen,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
755,15K010,"Magnet School of Math, Science and Design Technolo",-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
756,15K015,P.S. 015 Patrick F. Daly,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
757,15K024,P.S. 024,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
758,15K027,Agnes Y. Humphrey School for Leadership,83.0,30.0,36.0,7.0,6.2,7.6,7.7
759,15K029,P.S. 029 John M. Harrigan,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
760,15K032,P.S. 032 Samuels Mills Sprole,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
761,15K038,P.S. 038 The Pacific,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
762,15K039,P.S. 039 Henry Bristow,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
763,15K051,M.S. 51 William Alexander,98.0,1053.0,1078.0,7.6,6.3,7.3,7.9
764,15K058,P.S. 058 The Carroll,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
765,15K088,J.H.S. 088 Peter Rouget,96.0,849.0,880.0,6.4,6.2,6.6,7.6
766,15K094,P.S. 094 The Henry Longfellow,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
767,15K107,P.S. 107 John W. Kimball,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
768,15K124,P.S. 124 Silas B. Dutcher,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
769,15K130,P.S. 130 The Parkside,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
770,15K131,P.S. 131 Brooklyn,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
771,15K136,I.S. 136 Charles O. Dewey,95.0,470.0,493.0,6.5,5.8,6.7,7.5
772,15K146,P.S. 146,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
773,15K154,Magnet School for Science & Technology,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
774,15K169,P.S. 169 Sunset Park,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
775,15K172,P.S. 172 Beacon School of Excellence,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
776,15K230,P.S. 230 Doris L. Cohen,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
777,15K261,P.S. 261 Philip Livingston,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
778,15K295,P.S. 295,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
779,15K321,P.S. 321 William Penn,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
780,15K418,The Children's School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
781,15K429,Brooklyn School for Global Studies,56.0,231.0,410.0,6.1,5.5,5.9,7.0
782,15K442,New Horizons School,81.0,153.0,188.0,7.0,6.9,7.3,8.0
783,15K443,New Voices School of Academic & Creative Arts,97.0,470.0,484.0,7.8,7.3,7.8,8.4
784,15K447,The Math & Science Exploratory School,99.0,494.0,501.0,6.9,6.3,6.7,7.3
785,15K448,Brooklyn Secondary School for Collaborative Studi,88.0,595.0,677.0,6.7,6.4,7.0,7.6
786,15K462,Secondary School for Law,82.0,412.0,500.0,5.5,5.7,5.6,6.8
787,15K463,Secondary School for Journalism,78.0,285.0,367.0,5.8,5.7,6.1,7.3
788,15K464,Secondary School for Research,95.0,374.0,392.0,6.2,5.8,6.6,7.3
789,15K497,School for International Studies,88.0,400.0,454.0,6.7,6.1,6.6,7.5
790,15K519,Cobble Hill School of American Studies,65.0,413.0,639.0,5.6,5.7,5.7,6.7
791,15K520,Pacific High School,0.0,-1.0,154.0,-1.0,-1.0,-1.0,-1.0
792,15K529,West Brooklyn Community High School,89.0,171.0,192.0,8.3,7.6,8.0,8.4
793,15K530,Metropolitan Corporate Academy High School,67.0,184.0,275.0,6.8,6.1,6.5,7.2
794,15K656,Brooklyn High School of the Arts,86.0,558.0,648.0,6.6,5.8,6.6,7.5
795,15K667,SUNSET PARK HIGH SCHOOL,95.0,629.0,660.0,6.4,6.4,6.9,7.3
796,15K676,RED HOOK NEIGHBORHOOD SCHOOL,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
797,15K698,South Brooklyn Community High School,85.0,118.0,139.0,7.8,6.9,7.3,8.1
798,15K821,Sunset Park Prep,89.0,440.0,497.0,6.9,5.9,6.8,7.6
799,16K005,P.S. 005 Dr. Ronald Mcnair,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
800,16K021,P.S. 021 Crispus Attucks,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
801,16K025,P.S. 025 Eubie Blake School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
802,16K026,P.S. 26 Jesse Owens School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
803,16K028,P.S. 028 The Warren Prep Academy,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
804,16K035,M.S. 035 Stephen Decatur,98.0,220.0,224.0,8.1,8.1,8.7,9.1
805,16K040,P.S. 040 George W. Carver,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
806,16K057,J.H.S. 057 Whitelaw Reid,94.0,221.0,234.0,8.0,7.1,8.1,8.4
807,16K081,P.S. 081 Thaddeus Stevens,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
808,16K243,P.S. 243K- The Weeksville School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
809,16K262,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,95.0,56.0,59.0,6.5,6.8,7.2,7.8
810,16K267,"M.S. 267 Math, Science & Technology",97.0,274.0,282.0,7.6,7.4,7.9,8.5
811,16K308,P.S. 308 Clara Cardwell,96.0,246.0,257.0,6.3,6.2,7.0,7.7
812,16K309,P.S. 309 The George E. Wibecan Preparatory Academy,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
813,16K335,P.S. 335 Granville T. Woods,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
814,16K385,"School of Business, Finance and Entrepreneurship",73.0,155.0,212.0,5.8,6.0,6.5,7.5
815,16K393,Frederick Douglass Academy IV Secondary School,81.0,372.0,460.0,6.1,5.5,6.6,7.3
816,16K455,Boys and Girls High School,61.0,1146.0,1881.0,6.1,6.0,6.7,7.2
817,16K498,ACORN High School for Social Justice,56.0,215.0,386.0,6.4,5.8,6.2,7.1
818,16K534,Upper School @ P.S. 25,85.0,185.0,218.0,5.9,5.9,6.4,7.0
819,16K584,M.S. 584,98.0,214.0,219.0,6.0,6.1,6.7,7.4
820,16K594,Gotham Professional Arts Academy,76.0,208.0,275.0,5.8,5.9,6.6,7.5
821,16K627,Brighter Choice Community School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
822,16K628,Brooklyn Brownstone School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
823,16K636,Young Scholars' Academy for Discovery and Explorat,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
824,16K688,The Brooklyn Academy of Global Finance,76.0,99.0,131.0,4.9,5.8,5.4,6.8
825,17K002,M.S. 002,96.0,374.0,390.0,7.8,7.8,8.4,8.7
826,17K006,P.S. 006,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
827,17K012,P.S. 012,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
828,17K022,P.S. 022,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
829,17K061,M.S. 061 Dr. Gladstone H. Atwell,87.0,966.0,1109.0,5.6,5.8,6.7,7.6
830,17K091,P.S. 091 The Albany Avenue School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
831,17K092,P.S. 092 Adrian Hegeman,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
832,17K138,P.S. 138 Brooklyn,82.0,272.0,330.0,6.5,6.9,7.6,8.2
833,17K161,P.S. 161 The Crown,94.0,136.0,144.0,5.8,5.7,6.7,7.4
834,17K167,P.S. 167 The Parkway,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
835,17K181,P.S. 181 Brooklyn,82.0,221.0,268.0,5.5,5.8,6.7,7.5
836,17K189,P.S. 189 Lincoln Terrace,91.0,449.0,492.0,6.2,5.8,6.9,7.8
837,17K191,P.S. 191 Paul Robeson,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
838,17K221,P.S. 221 Toussaint L'Ouverture,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
839,17K241,P.S. 241 Emma L. Johnston,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
840,17K246,M.S. 246 Walt Whitman,91.0,540.0,595.0,5.6,5.7,6.4,7.3
841,17K249,P.S. 249 The Caton,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
842,17K289,P.S. 289 George V. Brower,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
843,17K316,P.S. 316 Elijah Stroud,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
844,17K334,Middle School for Academic and Social Excellence,88.0,197.0,224.0,5.8,6.5,6.9,7.7
845,17K340,I.S. 340,99.0,268.0,270.0,5.9,6.0,6.3,7.3
846,17K352,Ebbets Field Middle School,93.0,370.0,397.0,6.0,5.9,6.8,7.5
847,17K353,Elijah Stroud Middle School,96.0,132.0,138.0,6.2,6.0,6.7,7.5
848,17K354,The School of Integrated Learning,98.0,244.0,249.0,6.1,5.7,6.7,7.6
849,17K375,P.S. 375 Jackie-Robinson School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
850,17K382,Academy for College Preparation and Career Explora,67.0,350.0,524.0,5.5,5.5,6.0,6.9
851,17K394,M.S. K394,98.0,227.0,232.0,7.0,6.6,7.6,8.2
852,17K397,P.S. 397 Foster-Laurie,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
853,17K398,P.S. 398 Walter Weaver,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
854,17K399,P.S. 399 Stanley Eugene Clark,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
855,17K408,Academy of Hospitality and Tourism,74.0,210.0,284.0,5.5,5.8,6.4,7.3
856,17K467,Erasmus Yabc,85.0,152.0,179.0,7.5,5.9,7.0,7.6
857,17K484,Ronald Edmonds Learning Center II,88.0,145.0,164.0,6.5,6.2,7.2,7.8
858,17K489,W.E.B. Dubois Academic High School,59.0,126.0,214.0,6.7,5.9,6.9,7.5
859,17K524,International High School at Prospect Heights,82.0,322.0,395.0,7.4,6.8,7.3,7.7
860,17K528,The High School for Global Citizenship,36.0,129.0,359.0,6.1,6.0,6.1,6.8
861,17K531,"School for Human Rights, The",95.0,351.0,368.0,6.8,6.5,7.2,7.8
862,17K533,School for Democracy and Leadership,83.0,340.0,412.0,5.6,5.9,6.3,7.2
863,17K537,High School for Youth and Community Development at,88.0,326.0,370.0,5.5,5.7,6.0,6.8
864,17K539,High School for Service & Learning at Erasmus,89.0,348.0,389.0,5.5,5.6,6.2,7.1
865,17K543,"Science, Technology and Research Early College Hig",95.0,474.0,497.0,6.6,5.9,6.7,7.4
866,17K544,International Arts Business School,83.0,355.0,426.0,5.4,5.5,5.8,6.6
867,17K546,High School for Public Service: Heroes of Tomorro,83.0,329.0,398.0,6.4,6.0,6.5,7.6
868,17K547,Brooklyn Academy of Science and the Environment,72.0,308.0,425.0,5.7,5.9,6.1,7.0
869,17K548,Brooklyn School for Music & Theatre,80.0,305.0,380.0,5.9,6.1,6.6,7.4
870,17K568,Brownsville Academy High School,64.0,96.0,151.0,8.5,7.5,8.5,8.9
871,17K587,Middle School for the Arts,83.0,303.0,364.0,5.3,5.8,6.6,7.1
872,17K590,Medgar Evers College Preparatory School,71.0,723.0,1023.0,5.7,5.3,6.2,7.3
873,17K600,Clara Barton High School,88.0,1455.0,1656.0,5.9,5.4,6.0,6.9
874,17K625,Paul Robeson High School,52.0,294.0,561.0,6.4,6.0,6.7,7.4
875,17K770,P.S. 770 New American Academy,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
876,18K066,P.S. 66,95.0,267.0,282.0,6.2,5.8,6.5,7.4
877,18K068,I.S. 068 Isaac Bildersee,90.0,818.0,904.0,5.4,5.4,6.1,7.3
878,18K114,P.S. 114 Ryder Elementary,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
879,18K115,P.S. 115 Daniel Mucatel School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
880,18K135,P.S. 135 Sheldon A. Brookner,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
881,18K208,P.S. 208 Elsa Ebeling,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
882,18K211,I.S. 211 John Wilson,75.0,616.0,821.0,5.9,6.0,6.8,7.5
883,18K219,P.S. 219 Kennedy-King,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
884,18K233,P.S. 233 Langston Hughes,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
885,18K235,P.S. 235 Lenox School,98.0,278.0,283.0,6.7,5.9,6.7,7.8
886,18K244,P.S. 244 Richard R. Green,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
887,18K268,P.S. 268 Emma Lazarus,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
888,18K272,P.S. 272 Curtis Estabrook,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
889,18K276,P.S. 276 Louis Marshall,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
890,18K279,P.S. 279 Herman Schreiber,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
891,18K285,I.S. 285 Meyer Levin,92.0,846.0,921.0,5.6,5.3,6.0,7.3
892,18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,96.0,193.0,201.0,6.2,6.3,6.9,7.6
893,18K500,Canarsie High School,67.0,185.0,278.0,6.5,5.4,6.2,6.6
894,18K501,Learning To Work Yabc At Canarsie High School,53.0,86.0,161.0,7.7,6.4,7.4,7.8
895,18K563,It Takes a Village Academy,90.0,328.0,364.0,6.1,5.8,6.9,7.4
896,18K566,Brooklyn Generation School,77.0,224.0,292.0,6.0,5.7,5.9,6.8
897,18K567,Brooklyn Theatre Arts High School,92.0,300.0,326.0,5.8,6.0,6.4,7.0
898,18K569,Kurt Hahn Expeditionary Learning School,80.0,232.0,289.0,6.3,5.9,6.4,7.0
899,18K576,Victory Collegiate High School,76.0,245.0,322.0,6.6,6.3,6.7,7.6
900,18K578,Brooklyn Bridge Academy,38.0,79.0,210.0,7.1,7.0,7.3,7.9
901,18K581,East Flatbush Community Research School,87.0,201.0,231.0,5.6,6.2,6.6,7.3
902,18K588,Middle School for Art and Philosophy,84.0,284.0,337.0,5.2,5.8,6.2,7.1
903,18K589,Arts & Media Preparatory Academy,67.0,164.0,245.0,6.2,6.2,6.4,7.2
904,18K598,Middle School of Marketing and Legal Studies,81.0,263.0,325.0,6.6,6.6,7.3,8.3
905,18K617,High School for Innovation in Advertising and Medi,44.0,104.0,235.0,6.6,6.4,7.0,7.7
906,18K629,Cultural Academy for the Arts and Sciences,90.0,200.0,223.0,6.0,5.8,5.9,6.6
907,18K633,High School for Medical Professions,98.0,338.0,346.0,6.3,6.3,6.3,7.6
908,18K635,Olympus Academy,63.0,89.0,141.0,8.0,6.3,7.9,8.4
909,18K637,Academy for Conservation and the Environment,76.0,134.0,177.0,6.1,5.9,6.0,7.2
910,18K642,Urban Action Academy,70.0,175.0,251.0,6.1,5.9,6.6,7.2
911,18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,59.0,110.0,187.0,7.8,7.3,7.7,8.0
912,18K922,South Shore Educational Complex Yabc,46.0,75.0,163.0,7.4,6.2,7.1,7.7
913,19K007,P.S. 007 Abraham Lincoln,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
914,19K013,P.S. 013 Roberto Clemente,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
915,19K065,P.S. 065,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
916,19K072,P.S./I.S. 072 Annette P Goldman,86.0,60.0,70.0,5.8,6.3,6.0,7.1
917,19K089,P.S. 089 Cypress Hills,96.0,76.0,79.0,7.1,6.2,7.1,7.8
918,19K108,P.S. 108 Sal Abbracciamento,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
919,19K149,P.S. 149 Danny Kaye,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
920,19K158,P.S. 158 Warwick,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
921,19K159,P.S. 159 Isaac Pitkin,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
922,19K166,J.H.S. 166 George Gershwin,91.0,448.0,491.0,5.9,6.1,7.0,7.4
923,19K171,I.S. 171 Abraham Lincoln,87.0,635.0,729.0,6.1,6.4,7.0,7.9
924,19K174,P.S. 174 Dumont,80.0,94.0,118.0,5.6,6.0,6.0,6.9
925,19K190,P.S. 190 Sheffield,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
926,19K202,P.S. 202 Ernest S. Jenkyns,90.0,220.0,245.0,5.5,5.9,6.6,7.2
927,19K213,P.S. 213 New Lots,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
928,19K214,P.S. 214 Michael Friedsam,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
929,19K218,J.H.S. 218 James P. Sinnott,81.0,466.0,573.0,5.4,5.6,6.4,7.3
930,19K224,P.S. 224 Hale A. Woodruff,100.0,70.0,70.0,7.4,8.1,8.3,8.9
931,19K260,P.S. 260 Breuckelen,92.0,33.0,36.0,7.1,7.5,8.1,8.3
932,19K273,P.S. 273 Wortman,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
933,19K290,P.S. 290 Juan Morel Campos,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
934,19K292,J.H.S. 292 Margaret S. Douglas,80.0,574.0,720.0,6.0,5.8,6.8,7.7
935,19K302,J.H.S. 302 Rafael Cordero,89.0,856.0,957.0,5.9,6.0,6.7,7.4
936,19K306,P.S. 306 Ethan Allen,98.0,190.0,194.0,5.3,6.0,6.5,7.2
937,19K311,Essence School,91.0,194.0,214.0,5.3,5.7,6.1,7.1
938,19K328,P.S. 328 Phyllis Wheatley,85.0,127.0,150.0,6.2,6.2,7.1,7.5
939,19K345,P.S. 345 Patrolman Robert Bolden,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
